,item_identifier,item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_identifier,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales
2100,NCU06,17.600000381469727,Low Fat,0.074345142,Household,230.9010009765625,OUT013,1987,High,Tier 3,Supermarket Type1,4364.319
2101,FDU34,18.25,Low Fat,0.075501241,Snack Foods,123.10459899902344,OUT018,2009,Medium,Tier 3,Supermarket Type2,249.0092
2102,FDP31,21.100000381469727,Regular,0.16216286,Fruits and Vegetables,62.216800689697266,OUT018,2009,Medium,Tier 3,Supermarket Type2,383.5008
2103,FDV11,9.100000381469727,Regular,0.081652352,Breads,177.00540161132812,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2648
2104,NCY06,15.25,Low Fat,0.061434045,Household,130.99679565429688,OUT018,2009,Medium,Tier 3,Supermarket Type2,2348.9424
2105,FDM38,5.885000228881836,Regular,0.092694107,Canned,53.69820022583008,OUT013,1987,High,Tier 3,Supermarket Type1,1525.3478
2106,FDA14,16.100000381469727,Low Fat,0.065183228,Dairy,148.0760040283203,OUT046,1997,Small,Tier 1,Supermarket Type1,1464.76
2107,DRH49,19.700000762939453,Low Fat,0.024635077,Soft Drinks,84.1592025756836,OUT013,1987,High,Tier 3,Supermarket Type1,1073.2696
2108,FDS16,15.149999618530273,Regular,0.066279832,Frozen Foods,147.87600708007812,OUT049,1999,Medium,Tier 1,Supermarket Type1,4540.756
2109,FDT15,12.149999618530273,Regular,0.042681522,Meat,184.2949981689453,OUT046,1997,Small,Tier 1,Supermarket Type1,2014.045
2110,FDL32,15.699999809265137,Regular,0.0,Fruits and Vegetables,112.45439910888672,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
2111,FDX40,12.850000381469727,Low Fat,0.098910759,Frozen Foods,37.61640167236328,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312
2112,FDZ43,11.0,Regular,0.057011062,Fruits and Vegetables,241.95120239257812,OUT013,1987,High,Tier 3,Supermarket Type1,2908.2144
2113,DRM59,5.880000114440918,Low Fat,0.003589104,Hard Drinks,155.59979248046875,OUT013,1987,High,Tier 3,Supermarket Type1,1691.7978
2114,FDY38,13.600000381469727,Regular,0.119077255,Dairy,231.22999572753906,OUT013,1987,High,Tier 3,Supermarket Type1,2330.3
2115,FDW44,9.5,Regular,0.035151215,Fruits and Vegetables,171.8448028564453,OUT046,1997,Small,Tier 1,Supermarket Type1,2556.672
2116,FDU56,16.850000381469727,LF,0.044414056,Fruits and Vegetables,182.42660522460938,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.6926
2117,FDZ15,13.100000381469727,Low Fat,0.020853376,Dairy,117.47820281982422,OUT013,1987,High,Tier 3,Supermarket Type1,1906.8512
2118,NCI06,11.300000190734863,Low Fat,0.047791878,Household,180.76600646972656,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448
2119,FDD36,13.300000190734863,Low Fat,0.02136022,Baking Goods,120.41239929199219,OUT018,2009,Medium,Tier 3,Supermarket Type2,1777.686
2120,FDX27,20.700000762939453,Regular,0.114581955,Dairy,94.34359741210938,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436
2121,FDU36,6.150000095367432,Low Fat,0.046459438,Baking Goods,100.53839874267578,OUT018,2009,Medium,Tier 3,Supermarket Type2,1675.1528
2122,FDJ15,11.350000381469727,Regular,0.023322478,Dairy,182.56080627441406,OUT046,1997,Small,Tier 1,Supermarket Type1,3307.6944
2123,FDG32,19.850000381469727,Low Fat,0.175962247,Fruits and Vegetables,223.0771942138672,OUT035,2004,Small,Tier 2,Supermarket Type1,1779.0176
2124,FDS28,8.180000305175781,Regular,0.082333019,Frozen Foods,58.15879821777344,OUT013,1987,High,Tier 3,Supermarket Type1,343.5528
2125,FDU23,12.149999618530273,Low Fat,0.021757269,Breads,165.01840209960938,OUT049,1999,Medium,Tier 1,Supermarket Type1,3302.368
2126,DRI03,6.03000020980835,Low Fat,0.0226994,Dairy,176.40280151367188,OUT035,2004,Small,Tier 2,Supermarket Type1,4250.4672
2127,NCH30,17.100000381469727,Low Fat,0.0,Household,114.68599700927734,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.232
2128,FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508056640625,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604
2129,FDF04,17.5,LF,0.013658248,Frozen Foods,256.3304138183594,OUT049,1999,Medium,Tier 1,Supermarket Type1,6199.9296
2130,FDZ20,16.100000381469727,Low Fat,0.034278413,Fruits and Vegetables,255.235595703125,OUT013,1987,High,Tier 3,Supermarket Type1,6867.0612
2131,FDL03,19.25,Regular,0.027058066,Meat,194.81100463867188,OUT013,1987,High,Tier 3,Supermarket Type1,2749.754
2132,FDX04,19.600000381469727,Regular,0.041740902,Frozen Foods,49.23759841918945,OUT018,2009,Medium,Tier 3,Supermarket Type2,958.752
2133,FDV19,14.850000381469727,Regular,0.035400659,Fruits and Vegetables,161.95779418945312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1444.1202
2134,FDP22,14.649999618530273,Regular,0.099535996,Snack Foods,52.2666015625,OUT018,2009,Medium,Tier 3,Supermarket Type2,615.1992
2135,NCM43,14.5,Low Fat,0.01950565,Others,163.92100524902344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2446.815
2136,DRK35,8.364999771118164,Low Fat,0.071846495,Hard Drinks,37.950599670410156,OUT046,1997,Small,Tier 1,Supermarket Type1,569.259
2137,FDO20,12.850000381469727,Regular,0.0,Fruits and Vegetables,252.33819580078125,OUT046,1997,Small,Tier 1,Supermarket Type1,4794.4258
2138,FDO22,13.5,Regular,0.017887238,Snack Foods,79.49600219726562,OUT049,1999,Medium,Tier 1,Supermarket Type1,1438.128
2139,FDM46,7.364999771118164,Low Fat,0.159967845,Snack Foods,94.71199798583984,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968
2140,FDO01,21.100000381469727,Regular,0.020718655,Breakfast,130.49940490722656,OUT046,1997,Small,Tier 1,Supermarket Type1,2184.4898
2141,FDI46,9.5,Low Fat,0.074460855,Snack Foods,253.67239379882812,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033.448
2142,FDA32,14.0,Low Fat,0.030216783,Fruits and Vegetables,216.61920166015625,OUT018,2009,Medium,Tier 3,Supermarket Type2,3020.0688
2143,FDW32,18.350000381469727,Regular,0.094279004,Fruits and Vegetables,86.38819885253906,OUT035,2004,Small,Tier 2,Supermarket Type1,1545.9876
2144,FDT07,5.820000171661377,Regular,0.077304459,Fruits and Vegetables,257.63299560546875,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994
2145,NCQ43,17.75,Low Fat,0.0,Others,108.69120025634766,OUT018,2009,Medium,Tier 3,Supermarket Type2,1201.1032
2146,FDW07,18.0,Regular,0.142570104,Fruits and Vegetables,88.25140380859375,OUT013,1987,High,Tier 3,Supermarket Type1,1505.3738
2147,FDE35,7.059999942779541,Regular,0.043968652,Starchy Foods,57.690399169921875,OUT049,1999,Medium,Tier 1,Supermarket Type1,585.904
2148,NCG07,12.300000190734863,Low Fat,0.052492122,Household,191.05299377441406,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554
2149,FDQ03,15.0,Regular,0.077999504,Meat,238.02479553222656,OUT035,2004,Small,Tier 2,Supermarket Type1,1896.1984
2150,FDV46,18.200000762939453,Low Fat,0.012597384,Snack Foods,141.21800231933594,OUT013,1987,High,Tier 3,Supermarket Type1,2936.178
2151,NCM26,20.5,LF,0.023179181,Others,154.03399658203125,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
2152,DRA59,8.270000457763672,Regular,0.128126825,Soft Drinks,183.69239807128906,OUT049,1999,Medium,Tier 1,Supermarket Type1,1295.6468
2153,DRF27,8.930000305175781,Low Fat,0.028417272,Dairy,154.53399658203125,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278
2154,FDN25,7.894999980926514,Regular,0.061424738,Breakfast,57.7588005065918,OUT018,2009,Medium,Tier 3,Supermarket Type2,1145.176
2155,FDE33,19.350000381469727,Regular,0.049594299,Fruits and Vegetables,77.06439971923828,OUT013,1987,High,Tier 3,Supermarket Type1,2278.3676
2156,NCL29,9.694999694824219,Low Fat,0.113939434,Health and Hygiene,160.26040649414062,OUT046,1997,Small,Tier 1,Supermarket Type1,1901.5248
2157,FDL02,20.0,Regular,0.104083376,Canned,107.46219635009766,OUT046,1997,Small,Tier 1,Supermarket Type1,3705.177
2158,FDO13,7.864999771118164,Low Fat,0.061154604,Breakfast,165.35260009765625,OUT049,1999,Medium,Tier 1,Supermarket Type1,1151.1682
2159,FDX11,16.0,Regular,0.106918052,Baking Goods,183.5634002685547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4725.8484
2160,NCW41,18.0,Low Fat,0.0,Health and Hygiene,158.06039428710938,OUT049,1999,Medium,Tier 1,Supermarket Type1,3327.6684
2161,FDI52,18.700000762939453,Low Fat,0.105104552,Frozen Foods,121.70719909667969,OUT018,2009,Medium,Tier 3,Supermarket Type2,1347.5792
2162,DRD15,10.600000381469727,Low Fat,0.056795923,Dairy,232.86419677734375,OUT046,1997,Small,Tier 1,Supermarket Type1,3485.463
2163,FDX59,10.194999694824219,Low Fat,0.051871718,Breads,35.35580062866211,OUT018,2009,Medium,Tier 3,Supermarket Type2,237.6906
2164,FDR31,6.460000038146973,Regular,0.049162885,Fruits and Vegetables,146.9102020263672,OUT046,1997,Small,Tier 1,Supermarket Type1,1895.5326
2165,NCH54,13.5,Low Fat,0.072655379,Household,157.79200744628906,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8
2166,NCC18,19.100000381469727,Low Fat,0.177992139,Household,173.14219665527344,OUT018,2009,Medium,Tier 3,Supermarket Type2,2931.5174
2167,FDO16,5.480000019073486,Low Fat,0.015131684,Frozen Foods,83.0250015258789,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825
2168,FDB08,6.054999828338623,Low Fat,0.031151714,Fruits and Vegetables,158.75779724121094,OUT049,1999,Medium,Tier 1,Supermarket Type1,2085.9514
2169,NCZ53,9.600000381469727,Low Fat,0.024456797,Health and Hygiene,186.62139892578125,OUT013,1987,High,Tier 3,Supermarket Type1,3203.1638
2170,DRE48,8.430000305175781,Low Fat,0.01732573,Soft Drinks,197.976806640625,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608
2171,DRA59,8.270000457763672,Regular,0.127821472,Soft Drinks,185.99240112304688,OUT013,1987,High,Tier 3,Supermarket Type1,555.2772
2172,FDS27,10.194999694824219,Regular,0.012477512,Meat,197.11099243164062,OUT049,1999,Medium,Tier 1,Supermarket Type1,785.644
2173,NCW29,14.0,Low Fat,0.028980533,Health and Hygiene,129.531005859375,OUT018,2009,Medium,Tier 3,Supermarket Type2,2077.296
2174,DRN35,8.010000228881836,Low Fat,0.070356805,Hard Drinks,36.85319900512695,OUT049,1999,Medium,Tier 1,Supermarket Type1,755.0172
2175,FDB09,16.25,Low Fat,0.057396092,Fruits and Vegetables,125.80460357666016,OUT046,1997,Small,Tier 1,Supermarket Type1,747.0276
2176,FDV59,13.350000381469727,Low Fat,0.048017962,Breads,219.61659240722656,OUT035,2004,Small,Tier 2,Supermarket Type1,3483.4656
2177,FDV55,17.75,Low Fat,0.05507343,Fruits and Vegetables,145.14439392089844,OUT046,1997,Small,Tier 1,Supermarket Type1,1886.8772
2178,FDH48,13.5,Low Fat,0.0,Baking Goods,88.05400085449219,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756
2179,DRG48,5.78000020980835,Low Fat,0.014577695,Soft Drinks,147.210205078125,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326
2180,FDP49,9.0,Regular,0.0,Breakfast,55.26139831542969,OUT018,2009,Medium,Tier 3,Supermarket Type2,552.614
2181,FDB03,17.75,Regular,0.156831826,Dairy,241.05380249023438,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769
2182,FDL10,8.395000457763672,Low Fat,0.0,Snack Foods,98.7042007446289,OUT013,1987,High,Tier 3,Supermarket Type1,892.8378
2183,FDD11,12.850000381469727,LF,0.0,Starchy Foods,253.00399780273438,OUT018,2009,Medium,Tier 3,Supermarket Type2,3795.06
2184,FDW13,8.5,Low Fat,0.098036903,Canned,51.53239822387695,OUT049,1999,Medium,Tier 1,Supermarket Type1,882.8508
2185,DRI37,15.850000381469727,Low Fat,0.107597879,Soft Drinks,58.790401458740234,OUT046,1997,Small,Tier 1,Supermarket Type1,585.904
2186,FDU38,10.800000190734863,Low Fat,0.082549896,Dairy,193.75039672851562,OUT046,1997,Small,Tier 1,Supermarket Type1,4602.0096
2187,FDT38,18.700000762939453,Low Fat,0.057771828,Dairy,85.35659790039062,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962
2188,FDX02,16.0,Low Fat,0.057292529,Dairy,224.34039306640625,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808
2189,NCN18,8.895000457763672,Low Fat,0.124610886,Household,113.15440368652344,OUT013,1987,High,Tier 3,Supermarket Type1,4250.4672
2190,DRP35,18.850000381469727,Low Fat,0.091237452,Hard Drinks,128.93359375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336
2191,DRK47,7.90500020980835,Low Fat,0.064325351,Hard Drinks,230.26939392089844,OUT018,2009,Medium,Tier 3,Supermarket Type2,3197.1716
2192,DRI47,14.699999809265137,Low Fat,0.020920179,Hard Drinks,143.81280517578125,OUT046,1997,Small,Tier 1,Supermarket Type1,3020.0688
2193,FDC34,16.0,Regular,0.173462841,Snack Foods,157.69720458984375,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1468
2194,FDP56,8.1850004196167,Low Fat,0.046673494,Fruits and Vegetables,48.469200134277344,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.2304
2195,NCX54,9.194999694824219,Low Fat,0.048134591,Household,107.76219940185547,OUT049,1999,Medium,Tier 1,Supermarket Type1,529.311
2196,FDI20,19.100000381469727,Low Fat,0.038720852,Fruits and Vegetables,210.8585968017578,OUT018,2009,Medium,Tier 3,Supermarket Type2,6331.758
2197,DRO47,10.194999694824219,Low Fat,0.0,Hard Drinks,114.08599853515625,OUT046,1997,Small,Tier 1,Supermarket Type1,1810.976
2198,FDJ21,16.700000762939453,Regular,0.03858813,Snack Foods,144.61019897460938,OUT049,1999,Medium,Tier 1,Supermarket Type1,3353.6346
2199,FDO40,17.100000381469727,LF,0.032628111,Frozen Foods,148.73919677734375,OUT046,1997,Small,Tier 1,Supermarket Type1,1640.5312
2200,FDJ21,16.700000762939453,Regular,0.038528228,Snack Foods,143.9102020263672,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.7224
2201,FDN57,18.25,Low Fat,0.054234197,Snack Foods,142.01539611816406,OUT046,1997,Small,Tier 1,Supermarket Type1,2269.0464
2202,FDU33,7.630000114440918,Regular,0.135258515,Snack Foods,47.24020004272461,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804
2203,NCN06,8.390000343322754,Low Fat,0.120396991,Household,163.48680114746094,OUT013,1987,High,Tier 3,Supermarket Type1,4586.0304
2204,NCE30,16.0,Low Fat,0.099053537,Household,212.69020080566406,OUT013,1987,High,Tier 3,Supermarket Type1,637.1706
2205,FDD23,9.5,Regular,0.048883854,Starchy Foods,185.789794921875,OUT018,2009,Medium,Tier 3,Supermarket Type2,2619.2572
2206,FDH57,10.895000457763672,Low Fat,0.035893143,Fruits and Vegetables,131.32839965820312,OUT018,2009,Medium,Tier 3,Supermarket Type2,1318.284
2207,FDY49,17.200000762939453,Regular,0.012012071,Canned,163.11839294433594,OUT046,1997,Small,Tier 1,Supermarket Type1,4623.3152
2208,FDP20,19.850000381469727,Low Fat,0.045855273,Fruits and Vegetables,127.10199737548828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1771.028
2209,DRJ59,11.649999618530273,Low Fat,0.019402371,Hard Drinks,38.716400146484375,OUT049,1999,Medium,Tier 1,Supermarket Type1,579.246
2210,FDP34,12.850000381469727,Low Fat,0.0,Snack Foods,155.46299743652344,OUT035,2004,Small,Tier 2,Supermarket Type1,4068.038
2211,FDV11,9.100000381469727,Regular,0.081794766,Breads,173.6053924560547,OUT049,1999,Medium,Tier 1,Supermarket Type1,700.4216
2212,FDV34,10.694999694824219,Regular,0.011472001,Snack Foods,75.20379638671875,OUT018,2009,Medium,Tier 3,Supermarket Type2,517.3266
2213,FDT44,16.600000381469727,Low Fat,0.103146658,Fruits and Vegetables,117.24659729003906,OUT049,1999,Medium,Tier 1,Supermarket Type1,2239.0854
2214,FDG08,13.149999618530273,Regular,0.166032929,Fruits and Vegetables,170.87640380859375,OUT018,2009,Medium,Tier 3,Supermarket Type2,2233.0932
2215,FDW03,5.630000114440918,Regular,0.024536636,Meat,106.13059997558594,OUT035,2004,Small,Tier 2,Supermarket Type1,2090.612
2216,FDV01,19.200000762939453,Regular,0.085296625,Canned,153.431396484375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1861.5768
2217,FDA16,6.695000171661377,Low Fat,0.0,Frozen Foods,219.4456024169922,OUT046,1997,Small,Tier 1,Supermarket Type1,3094.6384
2218,FDO12,15.75,Low Fat,0.054930533,Baking Goods,194.44520568847656,OUT046,1997,Small,Tier 1,Supermarket Type1,5089.3752
2219,FDM44,12.5,Low Fat,0.031097948,Fruits and Vegetables,103.89900207519531,OUT049,1999,Medium,Tier 1,Supermarket Type1,1960.781
2220,NCL18,18.850000381469727,Low Fat,0.168266556,Household,195.5135955810547,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224
2221,NCJ06,20.100000381469727,Low Fat,0.034646067,Household,120.6781997680664,OUT035,2004,Small,Tier 2,Supermarket Type1,1310.9602
2222,NCQ05,11.395000457763672,Low Fat,0.021639678,Health and Hygiene,150.17080688476562,OUT049,1999,Medium,Tier 1,Supermarket Type1,2708.4744
2223,FDW24,6.800000190734863,Low Fat,0.037465846,Baking Goods,47.50339889526367,OUT013,1987,High,Tier 3,Supermarket Type1,534.6374
2224,DRN11,7.849999904632568,Low Fat,0.163233667,Hard Drinks,144.64439392089844,OUT049,1999,Medium,Tier 1,Supermarket Type1,2467.4548
2225,FDY57,20.200000762939453,Regular,0.121748174,Snack Foods,96.9751968383789,OUT018,2009,Medium,Tier 3,Supermarket Type2,1725.7536
2226,FDM24,6.135000228881836,Regular,0.079327367,Baking Goods,152.8365936279297,OUT046,1997,Small,Tier 1,Supermarket Type1,2871.5954
2227,FDX09,9.0,LF,0.065194971,Snack Foods,177.73699951171875,OUT013,1987,High,Tier 3,Supermarket Type1,2117.244
2228,FDY45,17.5,Low Fat,0.026248606,Snack Foods,255.13560485839844,OUT018,2009,Medium,Tier 3,Supermarket Type2,3815.034
2229,FDG05,11.0,Regular,0.0,Frozen Foods,155.26300048828125,OUT049,1999,Medium,Tier 1,Supermarket Type1,625.852
2230,FDF05,17.5,Low Fat,0.026865809,Frozen Foods,261.6910095214844,OUT035,2004,Small,Tier 2,Supermarket Type1,4207.856
2231,DRD15,10.600000381469727,Low Fat,0.056748659,Dairy,233.66419982910156,OUT013,1987,High,Tier 3,Supermarket Type1,3950.1914
2232,FDZ47,20.700000762939453,Regular,0.07929647,Baking Goods,97.2042007446289,OUT046,1997,Small,Tier 1,Supermarket Type1,1686.4714
2233,FDY04,17.700000762939453,Regular,0.042542484,Frozen Foods,161.92100524902344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2120.573
2234,FDY47,8.600000381469727,Regular,0.054474158,Breads,131.031005859375,OUT035,2004,Small,Tier 2,Supermarket Type1,1038.648
2235,FDE28,9.5,Regular,0.0,Frozen Foods,228.466796875,OUT049,1999,Medium,Tier 1,Supermarket Type1,3916.2356
2236,FDJ27,17.700000762939453,Regular,0.122372504,Meat,101.56739807128906,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
2237,NCQ54,17.700000762939453,Low Fat,0.012593467,Household,167.64739990234375,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.2902
2238,FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.889404296875,OUT018,2009,Medium,Tier 3,Supermarket Type2,647.1576
2239,FDY50,5.800000190734863,LF,0.131489269,Dairy,89.71720123291016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096
2240,FDL20,17.100000381469727,Low Fat,0.128390273,Fruits and Vegetables,111.98860168457031,OUT035,2004,Small,Tier 2,Supermarket Type1,1445.4518
2241,FDB27,7.574999809265137,Low Fat,0.055476238,Dairy,196.87680053710938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1182.4608
2242,FDA56,9.210000038146973,Low Fat,0.008757492,Fruits and Vegetables,120.84140014648438,OUT013,1987,High,Tier 3,Supermarket Type1,2071.3038
2243,FDV39,11.300000190734863,Low Fat,0.007273831,Meat,196.64259338378906,OUT013,1987,High,Tier 3,Supermarket Type1,5141.3076
2244,FDS24,20.850000381469727,Regular,0.062477955,Baking Goods,87.25140380859375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1505.3738
2245,FDS15,9.194999694824219,Regular,0.078060601,Meat,106.3595962524414,OUT046,1997,Small,Tier 1,Supermarket Type1,2912.2092
2246,DRP47,15.75,Low Fat,0.140821917,Hard Drinks,252.93820190429688,OUT049,1999,Medium,Tier 1,Supermarket Type1,2775.7202
2247,FDA25,16.5,Regular,0.068403271,Canned,101.9990005493164,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194
2248,NCM26,20.5,LF,0.02312394,Others,154.63400268554688,OUT013,1987,High,Tier 3,Supermarket Type1,2297.01
2249,FDS46,17.600000381469727,Regular,0.047449835,Snack Foods,118.1781997680664,OUT018,2009,Medium,Tier 3,Supermarket Type2,2621.9204
2250,DRH15,8.774999618530273,Low Fat,0.110359004,Dairy,42.742801666259766,OUT018,2009,Medium,Tier 3,Supermarket Type2,790.9704
2251,NCR05,10.100000381469727,Low Fat,0.054620504,Health and Hygiene,197.50840759277344,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.126
2252,FDZ01,8.975000381469727,Regular,0.009051307,Canned,103.0989990234375,OUT013,1987,High,Tier 3,Supermarket Type1,309.597
2253,FDE57,9.600000381469727,Low Fat,0.03625493,Fruits and Vegetables,141.01539611816406,OUT013,1987,High,Tier 3,Supermarket Type1,2694.4926
2254,NCP53,14.75,Low Fat,0.033024328,Health and Hygiene,236.6905975341797,OUT018,2009,Medium,Tier 3,Supermarket Type2,3089.9778
2255,NCS30,5.945000171661377,Low Fat,0.093170838,Household,127.36519622802734,OUT049,1999,Medium,Tier 1,Supermarket Type1,1549.9824
2256,FDB40,17.5,Regular,0.007538459,Dairy,144.210205078125,OUT035,2004,Small,Tier 2,Supermarket Type1,4082.6856
2257,FDC11,20.5,LF,0.141792841,Starchy Foods,89.71720123291016,OUT046,1997,Small,Tier 1,Supermarket Type1,1159.8236
2258,FDE14,13.649999618530273,Regular,0.031573246,Canned,99.47000122070312,OUT018,2009,Medium,Tier 3,Supermarket Type2,299.61
2259,NCT41,15.699999809265137,LF,0.055943697,Health and Hygiene,150.60240173339844,OUT013,1987,High,Tier 3,Supermarket Type1,2428.8384
2260,FDP52,18.700000762939453,Regular,0.0,Frozen Foods,229.2010040283203,OUT035,2004,Small,Tier 2,Supermarket Type1,3215.814
2261,FDC40,16.0,Regular,0.065165046,Dairy,79.39859771728516,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846
2262,NCA42,6.965000152587891,Low Fat,0.0,Household,159.4604034423828,OUT013,1987,High,Tier 3,Supermarket Type1,3169.208
2263,DRB13,6.114999771118164,Regular,0.007038478,Soft Drinks,189.2530059814453,OUT013,1987,High,Tier 3,Supermarket Type1,3605.307
2264,FDR49,8.710000038146973,Low Fat,0.139202085,Canned,46.13759994506836,OUT035,2004,Small,Tier 2,Supermarket Type1,383.5008
2265,FDY40,15.5,Regular,0.086184647,Frozen Foods,50.969200134277344,OUT018,2009,Medium,Tier 3,Supermarket Type2,394.1536
2266,FDL48,19.350000381469727,Regular,0.082250863,Baking Goods,48.703399658203125,OUT035,2004,Small,Tier 2,Supermarket Type1,534.6374
2267,FDZ52,19.200000762939453,Low Fat,0.100482186,Frozen Foods,111.88860321044922,OUT018,2009,Medium,Tier 3,Supermarket Type2,1667.829
2268,FDK32,16.25,Regular,0.049051717,Fruits and Vegetables,152.46820068359375,OUT049,1999,Medium,Tier 1,Supermarket Type1,2439.4912
2269,FDK51,19.850000381469727,Low Fat,0.005230786,Dairy,265.1883850097656,OUT013,1987,High,Tier 3,Supermarket Type1,5034.7796
2270,FDP28,13.649999618530273,Regular,0.08062523,Frozen Foods,259.693603515625,OUT035,2004,Small,Tier 2,Supermarket Type1,2087.9488
2271,DRZ24,7.534999847412109,Low Fat,0.081787519,Soft Drinks,120.84400177001953,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.192
2272,FDI21,5.590000152587891,Regular,0.056602818,Snack Foods,63.216800689697266,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.7536
2273,FDZ43,11.0,Regular,0.057047756,Fruits and Vegetables,240.45120239257812,OUT035,2004,Small,Tier 2,Supermarket Type1,7028.1848
2274,FDI57,19.850000381469727,Low Fat,0.05410964,Seafood,195.07679748535156,OUT049,1999,Medium,Tier 1,Supermarket Type1,1970.768
2275,FDF29,15.100000381469727,Regular,0.020015391,Frozen Foods,128.83099365234375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1817.634
2276,FDU02,13.350000381469727,low fat,0.102426197,Dairy,230.63519287109375,OUT013,1987,High,Tier 3,Supermarket Type1,5725.88
2277,FDD23,9.5,Regular,0.048761223,Starchy Foods,186.5897979736328,OUT049,1999,Medium,Tier 1,Supermarket Type1,5238.5144
2278,FDN04,11.800000190734863,Regular,0.0,Frozen Foods,179.23440551757812,OUT035,2004,Small,Tier 2,Supermarket Type1,2141.2128
2279,FDG29,17.600000381469727,Low Fat,0.056281276,Frozen Foods,40.345401763916016,OUT035,2004,Small,Tier 2,Supermarket Type1,796.9626
2280,FDB53,13.350000381469727,Low Fat,0.139669224,Frozen Foods,147.6392059326172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1938.8096
2281,FDP57,17.5,Low Fat,0.0,Snack Foods,102.9990005493164,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.771
2282,NCT42,5.880000114440918,Low Fat,0.024926013,Household,149.93919372558594,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491.392
2283,DRI23,18.850000381469727,Low Fat,0.137410256,Hard Drinks,161.75779724121094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1604.578
2284,NCW06,16.200000762939453,Low Fat,0.0,Household,190.81619262695312,OUT035,2004,Small,Tier 2,Supermarket Type1,3271.0754
2285,NCX06,17.600000381469727,Low Fat,0.015750947,Household,182.59759521484375,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8784
2286,NCE19,8.970000267028809,Low Fat,0.092937216,Household,54.69559860229492,OUT013,1987,High,Tier 3,Supermarket Type1,764.3384
2287,FDI60,7.21999979019165,Regular,0.03828933,Baking Goods,64.7509994506836,OUT013,1987,High,Tier 3,Supermarket Type1,126.502
2288,FDE11,17.700000762939453,Regular,0.135646297,Starchy Foods,186.0924072265625,OUT018,2009,Medium,Tier 3,Supermarket Type2,3516.7556
2289,FDH26,19.25,Regular,0.034753686,Canned,141.5496063232422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944
2290,FDQ26,13.5,Regular,0.067872402,Dairy,57.856201171875,OUT046,1997,Small,Tier 1,Supermarket Type1,355.5372
2291,NCJ29,10.600000381469727,Low Fat,0.035247642,Health and Hygiene,84.72239685058594,OUT049,1999,Medium,Tier 1,Supermarket Type1,1619.2256
